ii	id	text	title
714	715	Fallen Kingdom ' Producers Frank Marshall and Pat Crowley on Going Back to the Park ( Set Visit Interview ) ( page 1 of 3 ) '' . / Film . Retrieved April 23 , 2018 . Jump up ^ Douglas , Edward ( September 10 , 2016 ) . `` Exclusive : Jurassic World Confirmed as a Trilogy '' . Latino Review Online . Archived from the original on September 14 , 2016 . Retrieved June 8 , 2017 . Jump up ^ O'Connell , Sean ( November 28 , 2016 ) . `` The Jurassic World Co-Star Who 's Expected Back For Jurassic World 2 '' . CinemaBlend . Archived from the original on November 29 , 2016 . Retrieved November 28 , 2016 . Jump up ^ Hall , Jacob ( December 19 , 2016 ) . `` Michael Giacchino Does Not Require Sleep , Will Score ' Jurassic World 2 ' '' . / Film . Archived from the original on December 20 , 2016 . Retrieved December 22 , 2016 . Jump up ^ Bayona , JA ( December 19 , 2016 ) . `` Happy to confirm that Oscar Faura will be the Cinematographer for the Jurassic World Sequel '' . Twitter . Archived from the original on February 4 , 2017 . Retrieved December 22 , 2016 . Jump up ^ Valentini , Valentina I. ( July 23 , 2015 ) . `` Jurassic World 2 Is Officially Coming -- More Chris Pratt	Jurassic World: Fallen Kingdom
715	716	for Us All ! '' . Entertainment Tonight . Archived from the original on January 29 , 2017 . Retrieved June 16 , 2017 . Jump up ^ White , James ( September 22 , 2015 ) . `` Colin Trevorrow On The Future Of Jurassic World '' . Empire . Archived from the original on February 24 , 2017 . Retrieved June 16 , 2017 . Jump up ^ Freeman , Molly ( June 6 , 2017 ) . `` Jurassic World Director Says Sequel Will Be A Better Movie '' . Screen Rant . Archived from the original on June 7 , 2017 . Retrieved June 8 , 2017 . Jump up ^ Han , Angie ( September 21 , 2015 ) . `` Which ' Jurassic Park ' Quote Inspired ' Jurassic World ' ? Which One Will Inspire ' Jurassic World 2 ' ? '' . Slashfilm . Archived from the original on June 9 , 2017 . Retrieved October 21 , 2015 . Jump up ^ `` JA Bayona studying Michael Crichton Jurassic Park novels to prepare for Jurassic World Sequel ! '' . JurassicWorld.org. April 26 , 2016 . Archived from the original on April 27 , 2016 . ^ Jump up to : Pugh , Chris ( January 6 , 2017 ) . `` Jurassic World 2 Director J.A. Bayona on Ian Malcolm : `` He 's a Great Character ! '' `` . Jurassic Outpost . Archived from the original on June	Jurassic World: Fallen Kingdom
716	717	6 , 2017 . Retrieved June 17 , 2017 . ^ Jump up to : Mayturn , Matt ( May 2 , 2018 ) . `` Why Jurassic World : Fallen Kingdom will be `` more scary than ever '' `` . GamesRadar . Retrieved May 26 , 2018 . Jump up ^ Anderton , Ethan ( October 16 , 2016 ) . `` ' Jurassic World 2 ' Gets The ' Empire Strikes Back ' Comparison Like Every Other Blockbuster Sequel '' . / Film . Archived from the original on October 18 , 2016 . Retrieved October 17 , 2016 . Jump up ^ Anderton , Ethan ( October 11 , 2016 ) . `` ' Jurassic World 2 ' Will Be a Parable For Animal Abuse '' . / Film . Archived from the original on October 18 , 2016 . Retrieved October 17 , 2016 . Jump up ^ Stack , Tim ( April 18 , 2018 ) . `` Jurassic World : Fallen Kingdom trailer introduces dinosaur black market '' . Entertainment Weekly . Retrieved April 18 , 2018 . ^ Jump up to : Sciretta , Peter ( April 24 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Director J.A. Bayona on Bringing Suspense Back to the Franchise ( Set Visit Interview ) ( page 2 of 3 ) '' . / Film . Retrieved April 25 , 2018 . Jump up ^ Mithaiwala , Mansoor ( June 17 ,	Jurassic World: Fallen Kingdom
717	718	2017 ) . `` Ian Malcolm 's Jurassic World 2 Dialogue Is Mostly Based On The Original Novel '' . Screen Rant . Archived from the original on June 17 , 2017 . Retrieved June 17 , 2017 . Jump up ^ Stack , Tim ( April 19 , 2018 ) . `` Jurassic World : Fallen Kingdom : Jeff Goldblum says fans have Ian Malcolm butt tattoos '' . Entertainment Weekly . Retrieved April 23 , 2018 . Jump up ^ Anderton , Ethan ( October 20 , 2016 ) . `` ' Jurassic World 2 ' Will Continue The Tradition Of Having Kids Run From Dinosaurs '' . / Film . Archived from the original on March 6 , 2017 . Retrieved January 24 , 2017 . Jump up ^ Kroll , Justin ( November 7 , 2016 ) . `` Toby Jones and Rafe Spall in Talks to Join Sequel to ' Jurassic World ' ( EXCLUSIVE ) '' . Variety . Archived from the original on November 8 , 2016 . Retrieved November 8 , 2016 . Jump up ^ Siegel , Tatiana ( November 9 , 2016 ) . `` Tom Holland Learned He Got His ' Spider - Man : Homecoming ' Role From a Marvel Instagram Post '' . The Hollywood Reporter . Archived from the original on November 9 , 2016 . Retrieved June 21 , 2017 . Jump up ^ Kit , Borys ( December 1 , 2016 ) . ``	Jurassic World: Fallen Kingdom
718	719	' Jurassic World 2 ' Casts ' Get Down ' Star Justice Smith ( Exclusive ) '' . The Hollywood Reporter . Archived from the original on December 2 , 2016 . Retrieved December 3 , 2016 . Jump up ^ Kroll , Justin ( December 1 , 2016 ) . `` ' Jurassic World ' Sequel Casts ' Get Down ' Star Justice Smith '' . Variety . Archived from the original on March 5 , 2017 . Retrieved March 12 , 2017 . Rafe Spall and Toby Jones also recently boarded the film . Jump up ^ Kroll , Justin ( January 23 , 2017 ) . `` ' Jurassic World ' : ' The Detour ' Actress Daniella Pineda Lands Key Role in Sequel ( Exclusive ) '' . Variety . Archived from the original on January 27 , 2017 . Retrieved January 24 , 2017 . Jump up ^ Kroll , Justin ( February 10 , 2017 ) . `` ' Jurassic World ' Sequel Adds ' Silence of the Lambs ' Actor Ted Levine '' . Variety . Archived from the original on February 11 , 2017 . Retrieved February 10 , 2017 . ^ Jump up to : Sciretta , Peter ( April 27 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Star Justice Smith on Terrifying Stunts and More Terrifying Dinosaurs ( Set Visit Interview ) '' . / Film . Retrieved May 26 , 2018 . Jump up	Jurassic World: Fallen Kingdom
719	720	^ Sciretta , Peter ( April 27 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Star Daniella Pineda on Saving Dinosaurs and Spilling Coffee on Frank Marshall ( Set Visit Interview ) ( page 1 of 3 ) '' . / Film . Retrieved May 26 , 2018 . Jump up ^ Sciretta , Peter ( April 27 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Star Daniella Pineda on Saving Dinosaurs and Spilling Coffee on Frank Marshall ( Set Visit Interview ) ( page 2 of 3 ) '' . / Film . Retrieved May 26 , 2018 . Jump up ^ Sciretta , Peter ( April 25 , 2017 ) . `` Jeff Goldblum Returns For ' Jurassic World 2 ' ! Life Has Found A Way ! '' . / Film . Archived from the original on April 27 , 2017 . Retrieved June 17 , 2017 . Jump up ^ Pugh , Chris ( February 23 , 2017 ) . `` Jurassic World 2 has begun filming -- first pictures of staging area ! '' . Jurassic Outpost . Archived from the original on February 27 , 2017 . Retrieved February 24 , 2017 . Jump up ^ Crick , Andy ( February 23 , 2017 ) . `` Latest Jurassic Park blockbuster relocated away from Hollywood ... to a business estate in Slough '' . The Sun . Archived from the original on February 24 , 2017	Jurassic World: Fallen Kingdom
720	721	. Retrieved February 24 , 2017 . Jump up ^ Gallagher , Brian ( December 2016 ) . `` Jurassic World 2 Shoots This February in London , New Details Emerge '' . MovieWeb.com . Archived from the original on February 20 , 2017 . Retrieved February 19 , 2017 . ^ Jump up to : Bayona , JA ( June 10 , 2017 ) . `` UK wrap for Jurassic ! ! So grateful to the fantastic UK crew . Next stop Hawaii ! # JW2 '' . Twitter . Archived from the original on June 15 , 2017 . Retrieved June 10 , 2017 . Jump up ^ Scott , Ryan ( June 21 , 2017 ) . `` Jurassic World 2 Photo Returns to Isla Nublar , Big News Coming Soon '' . MovieWeb . Archived from the original on June 21 , 2017 . Retrieved June 21 , 2017 . Jump up ^ Williams , Kathryn ( January 31 , 2017 ) . `` Jurassic World 2 to film in the Brecon Beacons , director reveals '' . Media Wales . Archived from the original on January 31 , 2017 . Retrieved February 1 , 2017 . ^ Jump up to : Sciretta , Peter ( April 24 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Director J.A. Bayona on Bringing Suspense Back to the Franchise ( Set Visit Interview ) ( page 3 of 3 ) '' . / Film .	Jurassic World: Fallen Kingdom
721	722	Retrieved April 25 , 2018 . Jump up ^ Pearson , Ben ( April 24 , 2018 ) . `` How J.A. Bayona Used Music During Filming of ' Jurassic World : Fallen Kingdom ' '' . / Film . Retrieved April 25 , 2018 . Jump up ^ Sciretta , Peter ( April 27 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Star Daniella Pineda on Saving Dinosaurs and Spilling Coffee on Frank Marshall ( Set Visit Interview ) ( page 3 of 3 ) '' . / Film . Retrieved May 26 , 2018 . Jump up ^ Sciretta , Peter ( April 26 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Star Chris Pratt on Acting With Animatronic Dinos and Movie Legends ( Set Visit Interview ) '' . / Film . Retrieved May 26 , 2018 . Jump up ^ Schwerdtfeger , Conner ( April 11 , 2017 ) . `` BD Wong Looks Sharp On The Set Of Jurassic World 2 '' . CinemaBlend . Archived from the original on April 13 , 2017 . Retrieved April 12 , 2017 . Jump up ^ `` Footage emerges of Jurassic World 2 filming in England '' . Jurassic Outpost. April 20 , 2017 . Archived from the original on April 22 , 2017 . Retrieved April 21 , 2017 . ^ Jump up to : Lloyd , Stephen ( April 18 , 2017 ) . `` Jurassic World	Jurassic World: Fallen Kingdom
722	723	2 : See first shots of the woodland set for huge blockbuster being filmed on Hawley Common '' . Get Surrey . Archived from the original on April 22 , 2017 . Retrieved April 21 , 2017 . Jump up ^ Hirst , Andrew ( May 10 , 2017 ) . `` Are Jeff Goldblum , Chris Pratt and Bryce Dallas Howard in Suffolk ? Jurassic World 2 rumoured to be filming at Rock Barracks '' . East Anglian Daily Times . Archived from the original on May 10 , 2017 . Retrieved May 10 , 2017 . Jump up ^ Agar , Chris ( May 10 , 2017 ) . `` Jurassic World 2 : Jeff Goldblum Begins Filming '' . Screen Rant . Archived from the original on June 15 , 2017 . Retrieved May 29 , 2017 . Jump up ^ Bullock , Andrew ( May 1 , 2017 ) . `` EXCLUSIVE SPOILER ! Jurassic World 2 plot details LEAKED teasing that the new film will centre around Blue the Velociraptor ... as military vehicles are spotted on set in Scotland '' . DailyMail . Archived from the original on May 12 , 2017 . Retrieved May 9 , 2017 . Jump up ^ `` Jurassic World 2 : New details on the plot have leaked , Blue back ! '' . The Siver Times . May 4 , 2017 . Retrieved May 9 , 2017 . Jump up ^ Mathew , Ilin ( May 27	Jurassic World: Fallen Kingdom
723	724	, 2017 ) . `` Jurassic World 2 weekly buzz : New set photos , plot spoilers excite fans '' . International Business Times . Archived from the original on May 27 , 2017 . Retrieved May 29 , 2017 . Jump up ^ Howard , Bryce Dallas ( June 9 , 2017 ) . `` Last day shooting in the UK ! Epic times ! Thank you to the Jurassic UK family at @ PinewoodStudios ! '' . Twitter . Retrieved June 10 , 2017 . Jump up ^ Wood , Matt ( June 11 , 2017 ) . `` How Involved Colin Trevorrow Was With Making Jurassic World 2 '' . CinemaBlend . Archived from the original on June 11 , 2017 . Retrieved June 16 , 2017 . Jump up ^ Boone , John ( June 15 , 2017 ) . `` Exclusive : Colin Trevorrow on ' The Book of Henry ' and What He Learned Directing ' Jurassic World ' '' . Entertainment Tonight . Archived from the original on June 16 , 2017 . Retrieved June 16 , 2017 . Jump up ^ Laxamana , Chris ( June 23 , 2017 ) . `` Jeff Goldblum and Vinnie Tortorich '' . The Adam Carolla Show . 01 : 16 : 00 -- 01 : 19 : 00 . Retrieved July 1 , 2017 . Jump up ^ Howard , Bryce Dallas ( June 13 , 2017 ) . `` Playing in the mud or	Jurassic World: Fallen Kingdom
724	725	shooting a movie ? * not Claire 's shoes . Day 46 . # jurassicworld # jurassicworld2 # jungle '' . Twitter . Archived from the original on June 16 , 2017 . Retrieved June 16 , 2017 . Jump up ^ Santos , Danny F. ( June 16 , 2017 ) . `` Has Jurassic World 2 's Original Ending Been Rewritten ? '' . Screen Rant . Archived from the original on June 16 , 2017 . Retrieved June 16 , 2017 . Jurassic World 2 is currently filming in Hawaii . Jump up ^ Donahue , Lillian ( June 15 , 2017 ) . `` Portion of Kamehameha Highway to be closed for Jurassic World sequel '' . KHNL . Archived from the original on June 16 , 2017 . Retrieved June 15 , 2017 . Jump up ^ Donahue , Lillian ( June 22 , 2017 ) . `` Jurassic World sequel starts filming at Oahu harbor '' . KHNL . Retrieved July 1 , 2017 . Jump up ^ Nugent , John ( June 22 , 2017 ) . `` Jurassic World 2 Title Revealed In First Teaser Poster '' . Empire . Retrieved June 22 , 2017 . Jump up ^ Barton , Steve ( June 22 , 2017 ) . `` Jurassic World : Fallen Kingdom -- Exclusive Behind - the - Scenes Images '' . Dread Central . Retrieved June 22 , 2017 . ^ Jump up to : Evangelista , Chris	Jurassic World: Fallen Kingdom
725	726	( May 16 , 2018 ) . `` Sequel Bits : ' Hobbs and Shaw ' , ' Jurassic World ' , ' Mission : Impossible ' , ' Doom ' , ' Rabid ' , ' Deadpool 2 ' '' . / Film . Retrieved May 26 , 2018 . ^ Jump up to : `` Jurassic World : Bukott birodalom - A pörgőgömb '' . Universal International Pictures . May 24 , 2018 . Retrieved May 26 , 2018 . Jump up ^ Weiss , Josh ( May 24 , 2018 ) . `` Watch Chris Pratt Take the Plunge with Diving Pro for Jurassic World : Fallen Kingdom Underwater Stunt '' . SyFy Wire . Retrieved May 26 , 2018 . Jump up ^ Sharma , Rucha ( May 24 , 2018 ) . `` Chris Pratt and Bryce Dallas Howard reveal filthy details from ' Jurassic World : Fallen Kingdom ' sets '' . Daily News and Analysis . Retrieved May 26 , 2018 . Jump up ^ Donahue , Lillian ( July 6 , 2017 ) . `` ' Jurassic World ' sequel to close Halona Blowhole for filming '' . KHNL . Retrieved July 7 , 2017 . Jump up ^ `` Halona Blowhole to close for ' Jurassic World ' filming '' . KHON - TV . July 6 , 2017 . Retrieved July 7 , 2017 . Jump up ^ `` Making waves ! Chris Pratt and Bryce Dallas Howard struggle through	Jurassic World: Fallen Kingdom
726	727	the surf as they film Jurassic World : Fallen Kingdom in Hawaii '' . Daily Mail . July 7 , 2017 . Retrieved July 9 , 2017 . Jump up ^ Bayona , JA ( July 8 , 2017 ) . `` This is a wrap for Jurassic World : Fallen Kingdom ! What a journey ! Thank you to everyone that made it possible ! '' . Twitter . Retrieved July 9 , 2017 . Jump up ^ Trumbore , Dave ( December 6 , 2017 ) . `` ' Jurassic World : Fallen Kingdom ' Behind - the - Scenes Video Features a Lot of Dinosaurs '' . Collider . Retrieved December 9 , 2017 . ^ Jump up to : Zemler , Emily ( April 26 , 2018 ) . `` ' Jurassic World 2 ' creature designer Neal Scanlan takes us on a dinosaur tour '' . Los Angeles Times . Retrieved April 26 , 2018 . ^ Jump up to : Anderton , Ethan ( April 23 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Has More Animatronic Dinosaurs Than Any ' Jurassic Park ' Sequel '' . / Film . Retrieved April 23 , 2018 . Jump up ^ Evangelista , Chris ( May 18 , 2018 ) . `` New ' Jurassic World : Fallen Kingdom ' Featurette Has Bryce Dallas Howard Riding A T - Rex '' . / Film . Retrieved May 26 , 2018 . Jump	Jurassic World: Fallen Kingdom
727	728	up ^ Scott , Ryan ( April 3 , 2017 ) . `` Original Jurassic Park T - Rex Will Return in Jurassic World 2 '' . MovieWeb . Archived from the original on April 20 , 2017 . Retrieved May 7 , 2017 . Jump up ^ Baldwin , Louisa ( May 24 , 2018 ) . `` Meet the Gloucestershire vet who had a major role in the upcoming Jurassic World : Fallen Kingdom film '' . Gloucestershire Live . Retrieved May 26 , 2018 . Jump up ^ Hall , Jacob ( May 21 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Reactions from the Spanish Premiere : Here is What People Are Saying '' . / Film . Retrieved May 21 , 2018 . Jump up ^ `` ' Jurassic World : El Reino Caido ' Madrid Premiere '' . Getty Images . May 21 , 2018 . Retrieved May 21 , 2018 . Jump up ^ `` Roaring dinosaurs return in ' Jurassic World ' sequel '' . Reuters . May 24 , 2018 . Retrieved May 26 , 2018 . `` Jurassic World : Fallen Kingdom '' begins its worldwide cinema rollout from June 6 . Jump up ^ McNary , Dave ( November 22 , 2017 ) . `` ' Jurassic World : Fallen Kingdom ' First Footage Shows Chris Pratt Petting Baby Raptor '' . Variety . Retrieved November 22 , 2017 . Jump up ^ Evans ,	Jurassic World: Fallen Kingdom
728	729	Greg ( November 22 , 2017 ) . `` ' Jurassic World : Fallen Kingdom ' Clip : Six Seconds Of Chris Pratt & Dino Baby '' . Deadline . Retrieved November 22 , 2017 . Jump up ^ Zinski , Dan ( November 28 , 2017 ) . `` Jurassic World : Fallen Kingdom Trailer Not Arriving This Week '' . Screen Rant . Retrieved December 3 , 2017 . ^ Jump up to : Freeman , Molly ( December 3 , 2017 ) . `` Jurassic World : Fallen Kingdom Teaser Confirms Trailer Arrives Thursday '' . Screen Rant . Retrieved December 3 , 2017 . Jump up ^ Spry , Jeff ( December 3 , 2017 ) . `` Chris Pratt Runs With the Dinos in Explosive New Jurassic World : Fallen Kingdom Teaser '' . SyFy . Retrieved December 3 , 2017 . Jump up ^ Anderton , Ethan ( December 6 , 2017 ) . `` New ' Jurassic World : Fallen Kingdom ' Trailer Teaser Awakens the T - Rex '' . / Film . Retrieved December 6 , 2017 . Jump up ^ Chapman , Tom ( December 6 , 2017 ) . `` Watch Jeff Goldblum 's joyous Jurassic return in Fallen Kingdom featurette '' . Digital Spy . Retrieved December 6 , 2017 . Jump up ^ Trivedi , Sachin ( December 13 , 2017 ) . `` ' Jurassic World : Fallen Kingdom ' viral marketing begins with new website	Jurassic World: Fallen Kingdom
729	730	'' . International Business Times . Retrieved April 13 , 2018 . Jump up ^ Pearson , Ben ( March 2 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Viral Video : Meet The Dinosaur Protection Group '' . / Film . Retrieved April 13 , 2018 . Jump up ^ D'Alessandro , Anthony ( January 27 , 2018 ) . `` Super Bowl Movie Trailers : Netflix 's ' Cloverfield ' Sequel To Run Spot ? ' Jurassic World ' , ' Mission : Impossible ' & More To Air '' . Deadline.com . Retrieved January 30 , 2018 . Jump up ^ Alexander , Julia ( February 4 , 2018 ) . `` Jurassic World : Fallen Kingdom 's Super Bowl trailer puts dinosaurs in all the wrong places '' . Polygon . Retrieved February 5 , 2018 . Jump up ^ Evangelista , Chris ( April 13 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' Teaser Unleashes New Footage ; New Trailer Next Week '' . / Film . Retrieved April 13 , 2018 . Jump up ^ Liptak , Andrew ( April 18 , 2018 ) . `` The final trailer for Jurassic World : Fallen Kingdom shows that people never learn from their mistakes '' . The Verge . Retrieved April 18 , 2018 . ^ Jump up to : D'Alessandro , Anthony ( May 23 , 2018 ) . `` ' Jurassic World : Fallen Kingdom	Jurassic World: Fallen Kingdom
730	731	' Roars $185 M Promo Campaign , More Than Double 2015 Movie '' . Deadline . Retrieved May 23 , 2018 . Jump up ^ Squires , John ( March 20 , 2018 ) . `` ' Jurassic World : Fallen Kingdom ' and Dr. Pepper Join Forces for Collectible Cans Promotion '' . Bloody Disgusting . Retrieved April 13 , 2018 . Jump up ^ Pugh , Chris ( October 10 , 2017 ) . `` Universal Announces New Jurassic World Fallen Kingdom License Partners Including Funko and More '' . Jurassic Outpost . Retrieved October 30 , 2017 . ^ Jump up to : Squires , John ( January 15 , 2018 ) . `` Mattel Bringing ' Jurassic World : Fallen Kingdom ' Characters into Barbie Line '' . Bloody Disgusting . Retrieved January 30 , 2018 . ^ Jump up to : Alter , Ethan ( January 30 , 2018 ) . `` Lego sets offer a peek inside ' Jurassic World : Fallen Kingdom ' ( exclusive ) '' . Yahoo . Retrieved January 30 , 2018 . Jump up ^ Squires , John ( April 18 , 2018 ) . `` Funko Shows Off Full Line of ' Jurassic World : Fallen Kingdom ' POP ! Vinyl Toys '' . Bloody Disgusting . Retrieved May 6 , 2018 . Jump up ^ Romano , Nick ( February 16 , 2018 ) . `` Jurassic World toys bring the Fallen Kingdom back to life ''	Jurassic World: Fallen Kingdom
731	732	. Entertainment Weekly . Retrieved February 16 , 2018 . Jump up ^ Konrad , Jeremy ( April 26 , 2018 ) . `` Let 's Take a Look at Some Jurassic World Figures ! Part 1 : Humans '' . Bleeding Cool . Retrieved May 6 , 2018 . ^ Jump up to : Konrad , Jeremy ( April 29 , 2018 ) . `` Let 's Take a Look at Some Jurassic World Figures ! Part 2 : Dinos ! '' . Bleeding Cool . Retrieved May 6 , 2018 . Jump up ^ Blain , Louise ( August 21 , 2017 ) . `` Life finds a way . Jurassic World Evolution might just be the game that the movies deserve '' . GamesRadar . Retrieved October 30 , 2017 . Jump up ^ Rottgers , Janko ( May 1 , 2018 ) . `` Universal Teams up With Felix & Paul Studios for Jurassic World VR Series '' . Variety . Retrieved May 6 , 2018 . Jump up ^ Fingas , Jon ( May 1 , 2018 ) . `` ' Jurassic World : Blue ' tells a dinosaur 's story on Oculus VR headsets '' . Engadget . Retrieved May 6 , 2018 . Jump up ^ Ramos , Dino - Ray ( May 1 , 2018 ) . `` Universal , Felix & Paul Launch ' Jurassic World : Blue ' VR Experience '' . Deadline.com . Retrieved May 6 , 2018 .	Jurassic World: Fallen Kingdom
732	733	Jump up ^ Alexander , Bryan ( December 28 , 2017 ) . `` Fans pick ' Avengers , ' ' Black Panther ' as 2018 's most - anticipated films in Fandango poll '' . USA Today . Gannett Satellite Information Network , LLC . Retrieved March 8 , 2018 . Jump up ^ Robbins , Shawn ( April 27 , 2018 ) . `` Long Range Tracking : ' Jurassic World : Fallen Kingdom ' & ' Deadpool 2 ' Updates '' . BoxOffice . Retrieved May 27 , 2018 . ^ Jump up to : Romano , Nick ( February 21 , 2018 ) . `` Jurassic World 3 rampaging toward 2021 release date '' . Entertainment Weekly . Retrieved February 21 , 2018 . Jump up ^ Squires , John ( February 21 , 2018 ) . `` Life Continues to Find a Way as ' Jurassic World 3 ' is Already Dated for Release ! '' . Bloody Disgusting . Retrieved February 22 , 2018 . Variety is reporting that Jurassic World 3 , which surely wo n't actually be the official title , will be hitting theaters on June 11 , 2021 , three years after Fallen Kingdom . Jump up ^ Stack , Tim ( March 30 , 2018 ) . `` Steven Spielberg confirms Colin Trevorrow will direct third Jurassic World '' . Entertainment Weekly . Retrieved March 30 , 2018 . Jump up ^ `` Universal launches plans for third '	Jurassic World: Fallen Kingdom
733	734	Jurassic World ' film '' . ABC . Associated Press . February 21 , 2018 . Retrieved February 21 , 2018 . Jump up ^ Kroll , Justin ( February 21 , 2018 ) . `` ' Jurassic World 3 ' to Hit Theaters in June 2021 '' . Variety . Retrieved February 21 , 2018 . Jump up ^ Stack , Tim ( April 18 , 2018 ) . `` Jurassic World 3 will be a ' science thriller , ' says Colin Trevorrow '' . Entertainment Weekly . Retrieved April 22 , 2018 . External links ( edit ) Official website Jurassic World : Fallen Kingdom on IMDb Official Dinosaur Protection Group website Jurassic Park Novels Jurassic Park The Lost World Films Jurassic Park The Lost World : Jurassic Park Jurassic Park III Jurassic World Jurassic World : Fallen Kingdom Music Jurassic Park The Lost World : Jurassic Park Jurassic Park III Jurassic World Spin - off novels Jurassic Park Adventures : Survivor Jurassic Park Adventures : Prey Jurassic Park Adventures : Flyers Theme park attractions Jurassic Park : The Ride Jurassic Park Rapids Adventure Canopy Flyer Dino - Soarin ' The Flying Dinosaur Amber Rock Climb Jurassic World Related Cloned animals Characters Video games Song Isla Nublar J.A. Bayona Films directed The Orphanage ( 2007 ) The Impossible ( 2012 ) A Monster Calls ( 2016 ) Jurassic World : Fallen Kingdom ( 2018 ) Television Penny Dreadful ( 2014 ) Colin Trevorrow Films written and directed	Jurassic World: Fallen Kingdom
734	735	Home Base ( 2002 ) Reality Show ( 2004 ; written with Daniel Klein ) Jurassic World ( 2015 ; written with Derek Connolly and Rick Jaffa and Amanda Silver ) Directed only Safety Not Guaranteed ( 2012 ; written by Derek Connolly ) The Book of Henry ( 2017 ; written by Gregg Hurwitz ) Written only Making Revolution ( 2003 , written with Daniel Klein and Brandon Krueger ; directed by Klein ) Jurassic World : Fallen Kingdom ( 2018 , written with Derek Connolly ; directed by J.A. Bayona ) Retrieved from `` https://en.wikipedia.org/w/index.php?title=Jurassic_World:_Fallen_Kingdom&oldid=843657423 '' Categories : 2018 films English - language films 2010s adventure films American films American adventure films American disaster films American science fiction films American sequel films Amblin Entertainment films Dinosaur films Films about volcanoes Films based on works by Michael Crichton Films directed by J.A. Bayona Films produced by Frank Marshall Films scored by Michael Giacchino Films set in Costa Rica Films set on islands Films shot in England Films shot at Pinewood Studios Films shot in Hawaii Jurassic Park films Science fiction adventure films Universal Pictures films Upcoming adventure films Upcoming science fiction films Upcoming sequel films Talk Contents About Wikipedia Català Čeština Deutsch Ελληνικά Español فارسی Français 한국어 Italiano עברית Magyar Nederlands 日本 語 Norsk Polski Português Русский Српски / srpski Suomi Svenska ไทย Türkçe Українська 中文 16 more Edit links This page was last edited on 30 May 2018 , at 15 : 48 . Text is available under	Jurassic World: Fallen Kingdom
735	736	the Creative Commons Attribution - ShareAlike License ; additional terms may apply . By using this site , you agree to the Terms of Use and Privacy Policy . Wikipedia ® is a registered trademark of the Wikimedia Foundation , Inc. , a non-profit organization . About Wikipedia	Jurassic World: Fallen Kingdom
736	737	IPod Touch - Wikipedia IPod Touch Jump to : navigation , search iPod Touch iPod Touch 6th generation in Pink Developer Apple Inc . Manufacturer Foxconn Product family iPod Type Mobile device Release date 1st gen : September 5 , 2007 ( 2007 - 09 - 05 ) 2nd gen : September 9 , 2008 ( 2008 - 09 - 09 ) 3rd gen : September 9 , 2009 ( 2009 - 09 - 09 ) 4th gen : September 1 , 2010 ( 2010 - 09 - 01 ) 5th gen : October 11 , 2012 ( 2012 - 10 - 11 ) 6th gen : July 15 , 2015 ( 2015 - 07 - 15 ) Units sold 100 million ( as of May 2013 ) Operating system iOS System - on - chip used 1st gen : S5L8900 2nd gen : S5L8720 3rd gen : S5L8920 4th gen : Apple A4 5th gen : Apple A5 6th gen : Apple A8 CPU 1st gen : 412 MHz ARM 1176JZF - S 2nd gen : 533 MHz ARM 1176JZF - S 3rd gen : 600 MHz ARM Cortex - A8 4th gen : 800 MHz ARM Cortex - A8 5th gen : 800 MHz dual - core ARM Cortex - A9 6th gen : 1.1 GHz dual - core Apple Typhoon ARMv8 Memory 1st & 2nd gen : 128 MB LPDDR DRAM 3rd & 4th gen : 256 MB LPDDR DRAM 5th gen : 512 MB LPDDR2 DRAM	iPod Touch
737	738	6th gen : 1 GB LPDDR3 DRAM Storage 32 & 128 GB flash memory ( 6th generation 2017 ) Display 1st , 2nd , and 3rd gen : 3.5 in ( 89 mm ) diagonal ( 3 : 2 aspect ratio ) , scratch - resistant glossy glass covered screen , 262,144 - color ( 18 - bit ) TN LCD , 480 × 320 px ( HVGA ) at 163 ppi , 200 : 1 contrast ratio 4th gen : 3.5 in ( 89 mm ) diagonal ( 3 : 2 aspect ratio ) , multi-touch display , LED backlit TN TFT LCD , 960 × 640 px at 326 PPI 800 : 1 contrast ratio ( typical ) , 500 cd / m max . brightness ( typical ) , fingerprint - resistant oleophobic coating on front 5th , 6th gen : 4 in ( 100 mm ) diagonal ( 16 : 9 aspect ratio ) , 1136 × 640 px at 326 PPI Graphics 1st & 2nd gen : PowerVR MBX Lite GPU 3rd & 4th gen : PowerVR SGX535 GPU 5th gen : PowerVR SGX543MP2 ( 2 - core ) GPU 6th gen : PowerVR Series 6XT GX6450 ( 4 - core ) GPU Input Multi-touch touchscreen display Volume buttons Microphone Built - in speaker voice control 3 - axis accelerometer , gyroscope Connectivity 1st gen , 2nd gen , and 3rd gen : Wi - Fi ( 802.11 b / g ) 4th gen :	iPod Touch
